Area_name,STCOU,PST015171F,PST015171D,PST015171N1,PST015171N2,PST015172F,PST015172D,PST015172N1,PST015172N2,PST015173F,PST015173D,PST015173N1,PST015173N2,PST015174F,PST015174D,PST015174N1,PST015174N2,PST015175F,PST015175D,PST015175N1,PST015175N2,PST015176F,PST015176D,PST015176N1,PST015176N2,PST015177F,PST015177D,PST015177N1,PST015177N2,PST015178F,PST015178D,PST015178N1,PST015178N2,PST015179F,PST015179D,PST015179N1,PST015179N2,PST025181F,PST025181D,PST025181N1,PST025181N2
"Douglas, GA",13097,0,31802,0,0,0,33871,0,0,0,40495,0,0,0,44170,0,0,0,45786,0,0,0,47364,0,0,0,48443,0,0,0,50804,0,0,0,53386,0,0,0,55917,0,0
"Early, GA",13099,0,12843,0,0,0,12880,0,0,0,12804,0,0,0,12729,0,0,0,12840,0,0,0,12901,0,0,0,12938,0,0,0,12895,0,0,0,13020,0,0,0,13135,0,0
"Echols, GA",13101,0,1982,0,0,0,2031,0,0,0,1917,0,0,0,2052,0,0,0,2127,0,0,0,2109,0,0,0,2166,0,0,0,2152,0,0,0,2358,0,0,0,2227,0,0
"Effingham, GA",13103,0,14222,0,0,0,14363,0,0,0,15196,0,0,0,15503,0,0,0,15656,0,0,0,15850,0,0,0,16543,0,0,0,17277,0,0,0,18004,0,0,0,18622,0,0
"Elbert, GA",13105,0,17207,0,0,0,17657,0,0,0,17790,0,0,0,17787,0,0,0,18024,0,0,0,17942,0,0,0,18263,0,0,0,18295,0,0,0,18440,0,0,0,18952,0,0
"Emanuel, GA",13107,0,18822,0,0,0,19732,0,0,0,19674,0,0,0,19878,0,0,0,20106,0,0,0,20428,0,0,0,20618,0,0,0,20759,0,0,0,20718,0,0,0,20953,0,0
"Evans, GA",13109,0,8248,0,0,0,8408,0,0,0,7842,0,0,0,7858,0,0,0,8016,0,0,0,8311,0,0,0,8301,0,0,0,8418,0,0,0,8660,0,0,0,8575,0,0
"Fannin, GA",13111,0,13733,0,0,0,13888,0,0,0,14054,0,0,0,13843,0,0,0,14142,0,0,0,14489,0,0,0,14646,0,0,0,14681,0,0,0,14791,0,0,0,14824,0,0
"Fayette, GA",13113,0,12156,0,0,0,12592,0,0,0,14914,0,0,0,16325,0,0,0,17654,0,0,0,19187,0,0,0,20890,0,0,0,23529,0,0,0,26543,0,0,0,31463,0,0
"Floyd, GA",13115,0,75746,0,0,0,76266,0,0,0,77160,0,0,0,77987,0,0,0,78916,0,0,0,79498,0,0,0,80525,0,0,0,80193,0,0,0,79564,0,0,0,79948,0,0
"Forsyth, GA",13117,0,19107,0,0,0,19668,0,0,0,21228,0,0,0,22429,0,0,0,23035,0,0,0,23683,0,0,0,24402,0,0,0,25005,0,0,0,26640,0,0,0,28788,0,0
"Franklin, GA",13119,0,13040,0,0,0,13422,0,0,0,13815,0,0,0,13980,0,0,0,14258,0,0,0,14520,0,0,0,14972,0,0,0,15038,0,0,0,15116,0,0,0,15439,0,0
"Fulton, GA",13121,0,603562,0,0,0,606961,0,0,0,599712,0,0,0,586996,0,0,0,576947,0,0,0,569706,0,0,0,566965,0,0,0,570523,0,0,0,590173,0,0,0,602795,0,0
"Gilmer, GA",13123,0,9584,0,0,0,9378,0,0,0,9794,0,0,0,10105,0,0,0,10432,0,0,0,10595,0,0,0,11130,0,0,0,10841,0,0,0,10973,0,0,0,11204,0,0
"Glascock, GA",13125,0,2298,0,0,0,2312,0,0,0,2259,0,0,0,2253,0,0,0,2208,0,0,0,2179,0,0,0,2211,0,0,0,2206,0,0,0,2189,0,0,0,2405,0,0
"Glynn, GA",13127,0,52138,0,0,0,53253,0,0,0,53610,0,0,0,52640,0,0,0,51175,0,0,0,51658,0,0,0,52629,0,0,0,53211,0,0,0,54551,0,0,0,55685,0,0
"Gordon, GA",13129,0,24900,0,0,0,25957,0,0,0,26903,0,0,0,28096,0,0,0,28075,0,0,0,28372,0,0,0,28588,0,0,0,29282,0,0,0,30057,0,0,0,30561,0,0
"Grady, GA",13131,0,17699,0,0,0,18084,0,0,0,18418,0,0,0,18594,0,0,0,19189,0,0,0,19348,0,0,0,19708,0,0,0,19778,0,0,0,19829,0,0,0,19860,0,0
"Greene, GA",13133,0,10144,0,0,0,10469,0,0,0,10682,0,0,0,10885,0,0,0,11048,0,0,0,11117,0,0,0,11312,0,0,0,11420,0,0,0,11543,0,0,0,11522,0,0
"Gwinnett, GA",13135,0,78963,0,0,0,84116,0,0,0,99905,0,0,0,110799,0,0,0,118466,0,0,0,126484,0,0,0,135407,0,0,0,145184,0,0,0,156348,0,0,0,179130,0,0
"Habersham, GA",13137,0,21368,0,0,0,22113,0,0,0,22389,0,0,0,23005,0,0,0,23558,0,0,0,24367,0,0,0,24807,0,0,0,25285,0,0,0,24961,0,0,0,25284,0,0
"Hall, GA",13139,0,62006,0,0,0,63405,0,0,0,65830,0,0,0,66785,0,0,0,69062,0,0,0,69625,0,0,0,71184,0,0,0,72533,0,0,0,74274,0,0,0,77628,0,0
"Hancock, GA",13141,0,9332,0,0,0,9377,0,0,0,9453,0,0,0,9414,0,0,0,9456,0,0,0,9489,0,0,0,9543,0,0,0,9563,0,0,0,9512,0,0,0,9479,0,0
"Haralson, GA",13143,0,16503,0,0,0,16976,0,0,0,17118,0,0,0,17273,0,0,0,17529,0,0,0,17771,0,0,0,17896,0,0,0,18103,0,0,0,17931,0,0,0,18989,0,0
"Harris, GA",13145,0,11706,0,0,0,12072,0,0,0,12693,0,0,0,13078,0,0,0,13357,0,0,0,13771,0,0,0,14383,0,0,0,14865,0,0,0,15183,0,0,0,15208,0,0
"Hart, GA",13147,0,16227,0,0,0,16448,0,0,0,17114,0,0,0,17333,0,0,0,17602,0,0,0,17826,0,0,0,18107,0,0,0,18249,0,0,0,18329,0,0,0,18675,0,0
"Heard, GA",13149,0,5524,0,0,0,5640,0,0,0,5710,0,0,0,5770,0,0,0,5851,0,0,0,5851,0,0,0,6083,0,0,0,6154,0,0,0,6327,0,0,0,6558,0,0
"Henry, GA",13151,0,24928,0,0,0,25373,0,0,0,27231,0,0,0,28946,0,0,0,29642,0,0,0,29850,0,0,0,30395,0,0,0,32116,0,0,0,34433,0,0,0,37130,0,0
"Houston, GA",13153,0,65851,0,0,0,66240,0,0,0,68188,0,0,0,70376,0,0,0,72077,0,0,0,73240,0,0,0,73911,0,0,0,74949,0,0,0,76598,0,0,0,80237,0,0
"Irwin, GA",13155,0,8518,0,0,0,8295,0,0,0,8456,0,0,0,8502,0,0,0,8580,0,0,0,8696,0,0,0,8680,0,0,0,8951,0,0,0,9028,0,0,0,8860,0,0
"Jackson, GA",13157,0,21893,0,0,0,22431,0,0,0,23142,0,0,0,23543,0,0,0,23921,0,0,0,24310,0,0,0,24631,0,0,0,24713,0,0,0,25254,0,0,0,25881,0,0
"Jasper, GA",13159,0,6064,0,0,0,6244,0,0,0,6718,0,0,0,7131,0,0,0,7353,0,0,0,7643,0,0,0,7799,0,0,0,7959,0,0,0,8231,0,0,0,7515,0,0
"Jeff Davis, GA",13161,0,10007,0,0,0,10033,0,0,0,10581,0,0,0,10992,0,0,0,11146,0,0,0,11501,0,0,0,11597,0,0,0,11524,0,0,0,11412,0,0,0,11626,0,0
"Jefferson, GA",13163,0,16878,0,0,0,16933,0,0,0,17357,0,0,0,17499,0,0,0,17576,0,0,0,17723,0,0,0,17812,0,0,0,17819,0,0,0,18219,0,0,0,18282,0,0
"Jenkins, GA",13165,0,8292,0,0,0,8337,0,0,0,8383,0,0,0,8305,0,0,0,8195,0,0,0,8296,0,0,0,8338,0,0,0,8458,0,0,0,8596,0,0,0,8835,0,0
"Johnson, GA",13167,0,7704,0,0,0,8078,0,0,0,7982,0,0,0,8102,0,0,0,8266,0,0,0,8365,0,0,0,8630,0,0,0,8474,0,0,0,8575,0,0,0,8663,0,0
"Jones, GA",13169,0,13845,0,0,0,14397,0,0,0,14030,0,0,0,14255,0,0,0,14762,0,0,0,15161,0,0,0,15541,0,0,0,15929,0,0,0,15977,0,0,0,17086,0,0
"Lamar, GA",13171,0,11071,0,0,0,11255,0,0,0,11065,0,0,0,11358,0,0,0,11645,0,0,0,11705,0,0,0,11669,0,0,0,11811,0,0,0,12118,0,0,0,12210,0,0
"Lanier, GA",13173,0,5193,0,0,0,5151,0,0,0,5106,0,0,0,5256,0,0,0,5221,0,0,0,5242,0,0,0,5438,0,0,0,5406,0,0,0,5581,0,0,0,5683,0,0
"Laurens, GA",13175,0,33223,0,0,0,33924,0,0,0,34386,0,0,0,34270,0,0,0,34925,0,0,0,35336,0,0,0,35958,0,0,0,36674,0,0,0,37383,0,0,0,37453,0,0
"Lee, GA",13177,0,7394,0,0,0,7504,0,0,0,9077,0,0,0,9437,0,0,0,9738,0,0,0,10014,0,0,0,10503,0,0,0,10845,0,0,0,11352,0,0,0,12459,0,0
"Liberty, GA",13179,0,17977,0,0,0,18144,0,0,0,17549,0,0,0,17512,0,0,0,21272,0,0,0,25088,0,0,0,29560,0,0,0,33775,0,0,0,34975,0,0,0,41531,0,0
"Lincoln, GA",13181,0,5983,0,0,0,6061,0,0,0,6393,0,0,0,6387,0,0,0,6461,0,0,0,6612,0,0,0,6752,0,0,0,6812,0,0,0,6890,0,0,0,6767,0,0
"Long, GA",13183,0,3610,0,0,0,3750,0,0,0,3649,0,0,0,3676,0,0,0,3665,0,0,0,3806,0,0,0,4065,0,0,0,4263,0,0,0,4388,0,0,0,4917,0,0
"Lowndes, GA",13185,0,58022,0,0,0,60523,0,0,0,62521,0,0,0,63709,0,0,0,63598,0,0,0,64868,0,0,0,66712,0,0,0,66670,0,0,0,67464,0,0,0,68937,0,0
"Lumpkin, GA",13187,0,9058,0,0,0,9345,0,0,0,9421,0,0,0,9515,0,0,0,9670,0,0,0,9887,0,0,0,10260,0,0,0,10107,0,0,0,10559,0,0,0,11069,0,0
"McDuffie, GA",13189,0,15195,0,0,0,15348,0,0,0,15982,0,0,0,16725,0,0,0,16988,0,0,0,17318,0,0,0,17364,0,0,0,17769,0,0,0,18345,0,0,0,18726,0,0
"McIntosh, GA",13191,0,7713,0,0,0,8113,0,0,0,8191,0,0,0,8256,0,0,0,8107,0,0,0,7977,0,0,0,8403,0,0,0,7911,0,0,0,7988,0,0,0,8103,0,0
"Macon, GA",13193,0,13291,0,0,0,14155,0,0,0,13799,0,0,0,13851,0,0,0,13749,0,0,0,13518,0,0,0,12801,0,0,0,13366,0,0,0,13833,0,0,0,13997,0,0
"Madison, GA",13195,0,14339,0,0,0,14756,0,0,0,15405,0,0,0,15822,0,0,0,15943,0,0,0,16169,0,0,0,16537,0,0,0,16617,0,0,0,15593,0,0,0,18028,0,0
"Marion, GA",13197,0,5322,0,0,0,5376,0,0,0,5177,0,0,0,5232,0,0,0,5514,0,0,0,5390,0,0,0,5754,0,0,0,5454,0,0,0,5337,0,0,0,5273,0,0
"Meriwether, GA",13199,0,20112,0,0,0,20180,0,0,0,20245,0,0,0,20258,0,0,0,20377,0,0,0,20690,0,0,0,20855,0,0,0,20745,0,0,0,21046,0,0,0,21316,0,0
"Miller, GA",13201,0,6303,0,0,0,6209,0,0,0,6524,0,0,0,6537,0,0,0,6502,0,0,0,6544,0,0,0,6584,0,0,0,6721,0,0,0,6824,0,0,0,6983,0,0
"Mitchell, GA",13205,0,18991,0,0,0,18999,0,0,0,19848,0,0,0,20407,0,0,0,19732,0,0,0,19742,0,0,0,19891,0,0,0,20207,0,0,0,20760,0,0,0,21258,0,0
"Monroe, GA",13207,0,12060,0,0,0,12593,0,0,0,12336,0,0,0,12699,0,0,0,12764,0,0,0,12933,0,0,0,13522,0,0,0,13698,0,0,0,14246,0,0,0,14944,0,0
"Montgomery, GA",13209,0,6058,0,0,0,6069,0,0,0,6381,0,0,0,6737,0,0,0,6811,0,0,0,6946,0,0,0,7104,0,0,0,7201,0,0,0,7169,0,0,0,7026,0,0
"Morgan, GA",13211,0,10267,0,0,0,10407,0,0,0,10874,0,0,0,11048,0,0,0,11106,0,0,0,11191,0,0,0,10924,0,0,0,10930,0,0,0,11211,0,0,0,11883,0,0
"Murray, GA",13213,0,13725,0,0,0,14453,0,0,0,15747,0,0,0,16692,0,0,0,16876,0,0,0,17304,0,0,0,17941,0,0,0,18560,0,0,0,19150,0,0,0,20162,0,0
"Muscogee, GA",13215,0,170663,0,0,0,169118,0,0,0,158364,0,0,0,163418,0,0,0,165822,0,0,0,168445,0,0,0,168790,0,0,0,169220,0,0,0,169890,0,0,0,172037,0,0
"Newton, GA",13217,0,27417,0,0,0,28165,0,0,0,31361,0,0,0,32399,0,0,0,32354,0,0,0,33182,0,0,0,33674,0,0,0,33847,0,0,0,34126,0,0,0,36138,0,0
"Oconee, GA",13219,0,8141,0,0,0,8715,0,0,0,9128,0,0,0,9519,0,0,0,9927,0,0,0,10243,0,0,0,10858,0,0,0,11437,0,0,0,11974,0,0,0,12897,0,0
"Oglethorpe, GA",13221,0,7600,0,0,0,7760,0,0,0,7915,0,0,0,8140,0,0,0,8257,0,0,0,8440,0,0,0,8647,0,0,0,8748,0,0,0,8994,0,0,0,9056,0,0
"Paulding, GA",13223,0,18442,0,0,0,19618,0,0,0,20609,0,0,0,21822,0,0,0,22221,0,0,0,22802,0,0,0,23965,0,0,0,24369,0,0,0,25151,0,0,0,27008,0,0
"Peach, GA",13225,0,17090,0,0,0,18555,0,0,0,17537,0,0,0,17660,0,0,0,17767,0,0,0,17870,0,0,0,18229,0,0,0,18801,0,0,0,19031,0,0,0,18306,0,0
"Pickens, GA",13227,0,9856,0,0,0,9905,0,0,0,10461,0,0,0,10603,0,0,0,10679,0,0,0,10975,0,0,0,11225,0,0,0,11262,0,0,0,11383,0,0,0,11876,0,0
"Pierce, GA",13229,0,9548,0,0,0,9730,0,0,0,10104,0,0,0,10399,0,0,0,10756,0,0,0,11219,0,0,0,11597,0,0,0,11616,0,0,0,11703,0,0,0,11826,0,0
"Pike, GA",13231,0,7435,0,0,0,7778,0,0,0,7892,0,0,0,8070,0,0,0,8127,0,0,0,8141,0,0,0,8343,0,0,0,8459,0,0,0,8527,0,0,0,8789,0,0
"Polk, GA",13233,0,30466,0,0,0,31661,0,0,0,32044,0,0,0,32503,0,0,0,32392,0,0,0,32302,0,0,0,32266,0,0,0,32038,0,0,0,32283,0,0,0,32656,0,0
"Pulaski, GA",13235,0,7897,0,0,0,8212,0,0,0,8296,0,0,0,8336,0,0,0,8406,0,0,0,8480,0,0,0,8651,0,0,0,8720,0,0,0,8770,0,0,0,8978,0,0
"Putnam, GA",13237,0,8703,0,0,0,8666,0,0,0,8745,0,0,0,9015,0,0,0,9179,0,0,0,9212,0,0,0,9422,0,0,0,9853,0,0,0,10240,0,0,0,10624,0,0
"Quitman, GA",13239,0,1986,0,0,0,2149,0,0,0,2224,0,0,0,2227,0,0,0,2295,0,0,0,2322,0,0,0,2328,0,0,0,2319,0,0,0,2363,0,0,0,2317,0,0
"Rabun, GA",13241,0,8651,0,0,0,8962,0,0,0,9217,0,0,0,9287,0,0,0,9453,0,0,0,9808,0,0,0,9648,0,0,0,9665,0,0,0,10171,0,0,0,10503,0,0
"Randolph, GA",13243,0,8751,0,0,0,9025,0,0,0,9219,0,0,0,9099,0,0,0,9229,0,0,0,9411,0,0,0,9543,0,0,0,9657,0,0,0,9654,0,0,0,9666,0,0
"Richmond, GA",13245,0,160549,0,0,0,157617,0,0,0,154833,0,0,0,159830,0,0,0,162984,0,0,0,168180,0,0,0,169954,0,0,0,175013,0,0,0,179435,0,0,0,181980,0,0
"Rockdale, GA",13247,0,19450,0,0,0,20673,0,0,0,24272,0,0,0,26645,0,0,0,28296,0,0,0,30039,0,0,0,31850,0,0,0,33392,0,0,0,35418,0,0,0,37873,0,0
"Schley, GA",13249,0,2796,0,0,0,2811,0,0,0,2973,0,0,0,3062,0,0,0,3153,0,0,0,3190,0,0,0,3241,0,0,0,3343,0,0,0,3530,0,0,0,3429,0,0
"Screven, GA",13251,0,12807,0,0,0,12592,0,0,0,12743,0,0,0,12683,0,0,0,12997,0,0,0,13254,0,0,0,13603,0,0,0,13618,0,0,0,13970,0,0,0,14095,0,0
"Seminole, GA",13253,0,7502,0,0,0,7664,0,0,0,8039,0,0,0,8320,0,0,0,8576,0,0,0,8677,0,0,0,8808,0,0,0,8786,0,0,0,8968,0,0,0,9138,0,0
"Spalding, GA",13255,0,40581,0,0,0,42120,0,0,0,42680,0,0,0,43723,0,0,0,44468,0,0,0,45156,0,0,0,46027,0,0,0,46476,0,0,0,47028,0,0,0,48952,0,0
"Stephens, GA",13257,0,20843,0,0,0,20950,0,0,0,21417,0,0,0,21532,0,0,0,21416,0,0,0,21669,0,0,0,21688,0,0,0,21741,0,0,0,21723,0,0,0,22001,0,0
"Stewart, GA",13259,0,6370,0,0,0,6089,0,0,0,6104,0,0,0,6052,0,0,0,6036,0,0,0,6007,0,0,0,5960,0,0,0,5957,0,0,0,5971,0,0,0,5971,0,0
"Sumter, GA",13261,0,27676,0,0,0,28167,0,0,0,28424,0,0,0,28541,0,0,0,28255,0,0,0,27991,0,0,0,28325,0,0,0,28471,0,0,0,28978,0,0,0,30233,0,0
"Talbot, GA",13263,0,6607,0,0,0,6379,0,0,0,6482,0,0,0,6614,0,0,0,6667,0,0,0,6740,0,0,0,6752,0,0,0,6632,0,0,0,6698,0,0,0,6648,0,0
"Taliaferro, GA",13265,0,2368,0,0,0,2397,0,0,0,2319,0,0,0,2486,0,0,0,2301,0,0,0,2220,0,0,0,2152,0,0,0,2139,0,0,0,2098,0,0,0,2079,0,0
"Tattnall, GA",13267,0,16801,0,0,0,15735,0,0,0,16145,0,0,0,16525,0,0,0,17489,0,0,0,17966,0,0,0,18283,0,0,0,18585,0,0,0,18322,0,0,0,17948,0,0
"Taylor, GA",13269,0,7702,0,0,0,8123,0,0,0,8080,0,0,0,8073,0,0,0,8142,0,0,0,8127,0,0,0,7998,0,0,0,8012,0,0,0,8061,0,0,0,7921,0,0
"Telfair, GA",13271,0,11450,0,0,0,11752,0,0,0,11444,0,0,0,11215,0,0,0,11253,0,0,0,11162,0,0,0,11403,0,0,0,11497,0,0,0,11869,0,0,0,11569,0,0
"Terrell, GA",13273,0,11268,0,0,0,11728,0,0,0,11738,0,0,0,11658,0,0,0,11901,0,0,0,12204,0,0,0,12279,0,0,0,12047,0,0,0,12048,0,0,0,11963,0,0
"Thomas, GA",13275,0,35441,0,0,0,35893,0,0,0,36843,0,0,0,36081,0,0,0,37588,0,0,0,37499,0,0,0,37787,0,0,0,37867,0,0,0,38416,0,0,0,38462,0,0
"Tift, GA",13277,0,28423,0,0,0,29122,0,0,0,30297,0,0,0,30313,0,0,0,30927,0,0,0,32043,0,0,0,32554,0,0,0,32262,0,0,0,32628,0,0,0,33694,0,0
"Toombs, GA",13279,0,19895,0,0,0,20196,0,0,0,21049,0,0,0,21324,0,0,0,21727,0,0,0,21924,0,0,0,22327,0,0,0,22289,0,0,0,22575,0,0,0,22747,0,0
"Towns, GA",13281,0,4879,0,0,0,4801,0,0,0,4905,0,0,0,5004,0,0,0,4999,0,0,0,5054,0,0,0,5240,0,0,0,5303,0,0,0,5469,0,0,0,5921,0,0
"Treutlen, GA",13283,0,5693,0,0,0,5737,0,0,0,5676,0,0,0,5845,0,0,0,5917,0,0,0,6043,0,0,0,6059,0,0,0,6142,0,0,0,6090,0,0,0,6148,0,0
"Troup, GA",13285,0,44679,0,0,0,44704,0,0,0,45738,0,0,0,46498,0,0,0,47060,0,0,0,47471,0,0,0,47812,0,0,0,48295,0,0,0,49230,0,0,0,50403,0,0
"Turner, GA",13287,0,8601,0,0,0,8778,0,0,0,8796,0,0,0,8835,0,0,0,9012,0,0,0,9145,0,0,0,9228,0,0,0,9336,0,0,0,9399,0,0,0,9455,0,0
"Twiggs, GA",13289,0,8064,0,0,0,8186,0,0,0,8462,0,0,0,8363,0,0,0,8507,0,0,0,8502,0,0,0,8927,0,0,0,9326,0,0,0,9672,0,0,0,9405,0,0
"Union, GA",13291,0,7193,0,0,0,7558,0,0,0,7813,0,0,0,8102,0,0,0,8336,0,0,0,8661,0,0,0,8688,0,0,0,8720,0,0,0,8913,0,0,0,9711,0,0
"Upson, GA",13293,0,23725,0,0,0,24379,0,0,0,24466,0,0,0,24737,0,0,0,25007,0,0,0,24806,0,0,0,25263,0,0,0,25675,0,0,0,25874,0,0,0,26348,0,0
"Walker, GA",13295,0,52206,0,0,0,53605,0,0,0,54320,0,0,0,54922,0,0,0,55295,0,0,0,56234,0,0,0,56109,0,0,0,55760,0,0,0,56509,0,0,0,56856,0,0
"Walton, GA",13297,0,25158,0,0,0,25901,0,0,0,28241,0,0,0,29039,0,0,0,29469,0,0,0,29793,0,0,0,30454,0,0,0,30623,0,0,0,31146,0,0,0,31108,0,0
"Ware, GA",13299,0,34229,0,0,0,35277,0,0,0,35448,0,0,0,36282,0,0,0,36863,0,0,0,36832,0,0,0,37264,0,0,0,37198,0,0,0,37554,0,0,0,37394,0,0
"Warren, GA",13301,0,7022,0,0,0,7260,0,0,0,7007,0,0,0,6255,0,0,0,6269,0,0,0,6201,0,0,0,6306,0,0,0,6465,0,0,0,6555,0,0,0,6646,0,0
"Washington, GA",13303,0,17706,0,0,0,17572,0,0,0,17861,0,0,0,17831,0,0,0,18147,0,0,0,18349,0,0,0,18512,0,0,0,18539,0,0,0,18856,0,0,0,19002,0,0
"Wayne, GA",13305,0,18279,0,0,0,18974,0,0,0,19450,0,0,0,19369,0,0,0,19773,0,0,0,19913,0,0,0,20012,0,0,0,20073,0,0,0,20407,0,0,0,21193,0,0
"Webster, GA",13307,0,2362,0,0,0,2456,0,0,0,2474,0,0,0,2352,0,0,0,2282,0,0,0,2215,0,0,0,2279,0,0,0,2263,0,0,0,2315,0,0,0,2400,0,0
"Wheeler, GA",13309,0,4661,0,0,0,4765,0,0,0,4810,0,0,0,4713,0,0,0,4834,0,0,0,4942,0,0,0,5001,0,0,0,5095,0,0,0,5114,0,0,0,5145,0,0
"White, GA",13311,0,7925,0,0,0,8244,0,0,0,8391,0,0,0,8661,0,0,0,8815,0,0,0,9094,0,0,0,9442,0,0,0,9506,0,0,0,9850,0,0,0,10440,0,0
"Whitfield, GA",13313,0,57556,0,0,0,59249,0,0,0,61332,0,0,0,62798,0,0,0,62316,0,0,0,62530,0,0,0,63930,0,0,0,64883,0,0,0,65723,0,0,0,66611,0,0
"Wilcox, GA",13315,0,7032,0,0,0,6877,0,0,0,7085,0,0,0,7059,0,0,0,7177,0,0,0,7266,0,0,0,7470,0,0,0,7727,0,0,0,7591,0,0,0,7543,0,0
"Wilkes, GA",13317,0,10357,0,0,0,10710,0,0,0,10481,0,0,0,10347,0,0,0,10409,0,0,0,10350,0,0,0,10594,0,0,0,10697,0,0,0,10679,0,0,0,11012,0,0
"Wilkinson, GA",13319,0,9951,0,0,0,10040,0,0,0,10092,0,0,0,9944,0,0,0,10069,0,0,0,10097,0,0,0,10129,0,0,0,10175,0,0,0,10386,0,0,0,10269,0,0
"Worth, GA",13321,0,15531,0,0,0,16099,0,0,0,16482,0,0,0,17069,0,0,0,17180,0,0,0,17298,0,0,0,17687,0,0,0,17557,0,0,0,17839,0,0,0,18362,0,0
HAWAII,15000,0,801257,0,0,0,827612,0,0,0,850532,0,0,0,866566,0,0,0,884408,0,0,0,902070,0,0,0,915749,0,0,0,928816,0,0,0,950050,0,0,0,978201,0,0
"Hawaii, HI",15001,0,73508,0,0,0,69922,0,0,0,72856,0,0,0,73891,0,0,0,77212,0,0,0,80481,0,0,0,82610,0,0,0,85661,0,0,0,89069,0,0,0,96119,0,0
"Honolulu, HI",15003,0,642719,0,0,0,674336,0,0,0,692451,0,0,0,706477,0,0,0,717220,0,0,0,726644,0,0,0,734961,0,0,0,740502,0,0,0,753426,0,0,0,767572,0,0
"Kalawao, HI",15005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0
"Kauai, HI",15007,0,33245,0,0,0,31864,0,0,0,32530,0,0,0,32536,0,0,0,33305,0,0,0,34770,0,0,0,35414,0,0,0,36700,0,0,0,38016,0,0,0,40463,0,0
"Maui, HI",15009,0,51784,0,0,0,51488,0,0,0,52693,0,0,0,53661,0,0,0,56669,0,0,0,60173,0,0,0,62763,0,0,0,65950,0,0,0,69537,0,0,0,73903,0,0
IDAHO,16000,0,738749,0,0,0,763229,0,0,0,782061,0,0,0,807973,0,0,0,831981,0,0,0,856979,0,0,0,883446,0,0,0,910962,0,0,0,932636,0,0,0,962244,0,0
"Ada, ID",16001,0,117821,0,0,0,123127,0,0,0,129719,0,0,0,135535,0,0,0,141050,0,0,0,147326,0,0,0,154504,0,0,0,162269,0,0,0,168771,0,0,0,177615,0,0
"Adams, ID",16003,0,2880,0,0,0,3006,0,0,0,3088,0,0,0,3174,0,0,0,3169,0,0,0,3090,0,0,0,3244,0,0,0,3341,0,0,0,3370,0,0,0,3279,0,0
"Bannock, ID",16005,0,53233,0,0,0,54254,0,0,0,54617,0,0,0,56202,0,0,0,57075,0,0,0,60043,0,0,0,62377,0,0,0,63819,0,0,0,64870,0,0,0,66486,0,0
"Bear Lake, ID",16007,0,5803,0,0,0,5682,0,0,0,5766,0,0,0,5820,0,0,0,6235,0,0,0,6626,0,0,0,6806,0,0,0,6781,0,0,0,6855,0,0,0,7138,0,0
"Benewah, ID",16009,0,6431,0,0,0,6569,0,0,0,6573,0,0,0,6923,0,0,0,7040,0,0,0,7426,0,0,0,7595,0,0,0,7723,0,0,0,7845,0,0,0,8393,0,0
"Bingham, ID",16011,0,29610,0,0,0,30384,0,0,0,30504,0,0,0,31311,0,0,0,32111,0,0,0,33287,0,0,0,34395,0,0,0,35893,0,0,0,36375,0,0,0,37133,0,0
"Blaine, ID",16013,0,6170,0,0,0,6624,0,0,0,7252,0,0,0,7737,0,0,0,8448,0,0,0,8844,0,0,0,9347,0,0,0,8737,0,0,0,9925,0,0,0,10314,0,0
"Boise, ID",16015,0,1977,0,0,0,1993,0,0,0,2094,0,0,0,2270,0,0,0,2209,0,0,0,2320,0,0,0,2357,0,0,0,2650,0,0,0,2857,0,0,0,3094,0,0
"Bonner, ID",16017,0,15916,0,0,0,16742,0,0,0,17485,0,0,0,18473,0,0,0,19526,0,0,0,20050,0,0,0,21238,0,0,0,22585,0,0,0,23449,0,0,0,24816,0,0
"Bonneville, ID",16019,0,52700,0,0,0,54602,0,0,0,55023,0,0,0,57589,0,0,0,58964,0,0,0,60328,0,0,0,62493,0,0,0,64803,0,0,0,65619,0,0,0,67101,0,0
"Boundary, ID",16021,0,6178,0,0,0,5989,0,0,0,6523,0,0,0,6777,0,0,0,6660,0,0,0,6702,0,0,0,6662,0,0,0,6942,0,0,0,7128,0,0,0,7397,0,0
"Butte, ID",16023,0,2847,0,0,0,2962,0,0,0,3025,0,0,0,3101,0,0,0,3044,0,0,0,3161,0,0,0,3128,0,0,0,3241,0,0,0,3297,0,0,0,3459,0,0
"Camas, ID",16025,0,675,0,0,0,699,0,0,0,763,0,0,0,775,0,0,0,786,0,0,0,758,0,0,0,712,0,0,0,705,0,0,0,717,0,0,0,816,0,0
"Canyon, ID",16027,0,66202,0,0,0,69216,0,0,0,70706,0,0,0,74144,0,0,0,75126,0,0,0,77675,0,0,0,79901,0,0,0,82624,0,0,0,84195,0,0,0,84593,0,0
"Caribou, ID",16029,0,6507,0,0,0,6236,0,0,0,6431,0,0,0,6917,0,0,0,7769,0,0,0,8152,0,0,0,8366,0,0,0,8514,0,0,0,8610,0,0,0,8799,0,0
